"csize","cdense","usize","udense","si","phys","age","ba","dbh","height","volume","mortal","dense","x","y","infected.mndnr","infected.USU"
4,1,3,1,26,4,62,30,6,33,27,1,3,152393.130462676,-30788.5123575907,1,NA
4,4,0,0,62,3,69,70,7,0,74,0,2,124011.354515887,-31108.1831667339,0,NA
5,4,1,3,45,3,103,73,12,63,110,1,1,133967.563136423,-30948.305181467,0,NA
2,4,0,0,0,5,94,41,2,0,0,0,3,106357.072833522,-30891.1670514159,0,NA
3,3,0,0,35,5,50,104,4,35,11,0,1,96178.0683652333,-30897.4737412613,0,NA
4,3,0,0,40,5,78,60,6,55,140,0,1,122461.834047918,-31013.4640541049,0,NA
4,6,1,2,26,4,90,154,8,37,198,0,2,96038.5271779841,-31121.9880211875,0,NA
4,3,1,1,36,3,69,60,6,46,72,0,1,135420.076948142,-30971.0885866098,0,NA
4,3,1,1,38,3,81,71,6,51,104,1,1,122913.492712662,-31314.810514709,0,NA
5,5,0,0,71,3,57,96,11,0,248,0,2,125148.194868229,-31347.7533881096,0,NA
4,4,1,2,60,3,60,60,7,59,90,3,2,111433.303208555,-30934.2806196762,0,NA
3,3,0,0,20,4,141,67,4,31,17,0,1,152617.563073848,-30938.917613741,0,NA
4,1,3,2,38,4,62,103,5,41,37,0,3,152466.652567244,-30919.9993130704,0,NA
1,3,0,0,30,4,4,0,0,1,12,0,0,86490.7417094474,-31094.7264555339,0,NA
4,1,2,1,30,5,118,53,8,38,23,0,1,76211.4070944003,-31256.6733900132,0,NA
3,4,0,0,25,5,35,68,3,15,20,0,2,75796.8505095416,-31250.5013701785,1,NA
3,2,0,0,44,2,24,75,4,24,6,0,1,152581.238414401,-31049.2183075696,0,NA
1,4,0,0,38,4,6,5,0,6,20,0,0,70315.8565352355,-31085.8515439937,0,NA
5,2,1,1,22,4,139,70,11,38,64,0,3,70260.7760677072,-31503.799090961,0,NA
3,6,0,0,22,4,149,100,4,34,29,1,1,164594.4293654,-31201.0474327207,1,NA
2,3,0,0,22,4,28,20,2,10,11,1,2,164240.661469259,-31264.612658469,1,NA
1,5,0,0,56,3,3,0,0,1,25,0,0,70411.1840017248,-31366.940832465,0,NA
2,4,0,0,19,5,40,38,1,15,11,1,2,76045.2866840823,-31257.4501081733,1,NA
2,6,0,0,19,5,85,35,2,25,32,0,2,54561.3538288942,-31330.7765265154,0,NA
4,3,1,1,40,3,69,77,6,50,136,0,1,123536.020502338,-31308.3420162145,0,NA
4,3,0,0,47,4,45,140,7,43,84,0,0,121176.227570176,-31339.6726554167,0,NA
2,3,0,0,23,4,28,20,2,10,13,1,2,164426.783908586,-31326.4144487418,1,NA
5,3,2,1,58,3,64,88,9,66,103,3,3,116403.707211116,-31432.2625100743,0,NA
5,3,2,1,60,3,73,62,10,65,105,0,2,122552.779031071,-31557.795340674,0,NA
0,0,0,0,0,5,0,0,0,0,0,0,3,69232.1305566975,-31487.9272328522,0,NA
3,2,0,0,16,5,86,35,3,16,10,0,0,71534.5979414007,-31521.28616706,1,NA
5,3,3,3,58,2,77,90,14,68,87,3,1,116340.279805367,-31526.662026505,0,NA
1,1,0,0,21,5,45,0,0,10,39,0,2,116195.942524516,-31592.9212411642,0,NA
3,2,0,0,22,4,111,50,4,31,11,0,0,72388.6743634405,-31589.0942364233,1,NA
4,1,1,1,33,4,103,66,5,50,39,0,1,121002.577196614,-31500.4304013718,0,NA
4,3,0,0,55,4,70,60,8,65,100,0,0,77099.9971769326,-31537.5201631105,0,NA
4,1,0,0,38,4,74,72,6,0,35,0,3,122152.070105519,-31582.4028157834,0,NA
3,3,0,0,21,5,90,15,3,29,15,0,1,72948.3169005735,-31776.5492289672,0,NA
5,4,1,4,26,4,87,116,9,35,120,0,1,96550.853783944,-31566.7463327516,0,NA
4,3,0,0,24,4,145,180,8,40,130,0,1,105247.488964707,-31530.2865477186,0,NA
0,0,0,0,0,4,0,16,0,0,0,0,3,67262.5977393326,-31563.8468590891,0,NA
2,4,0,0,35,4,28,33,2,20,16,0,1,110572.853128972,-31707.0636785412,0,NA
4,5,1,1,64,3,52,107,8,52,183,0,1,76809.0812410308,-31835.8621840887,0,NA
5,4,1,1,28,4,150,120,13,35,173,1,1,95662.3086185214,-31886.6681547062,0,NA
1,1,0,0,42,4,1,0,0,1,6,0,0,120993.883792303,-31588.162978135,0,NA
1,3,0,0,31,4,19,0,0,9,11,0,3,72779.0714253748,-31971.9322204841,0,NA
5,5,1,2,24,4,100,143,9,37,180,0,2,96039.0780411884,-31704.3428405663,0,NA
4,1,0,0,27,4,94,42,6,0,35,0,3,105540.27716294,-31882.5759088043,0,NA
4,1,0,0,42,5,56,32,8,44,37,0,3,86937.8301610377,-31960.2862366168,0,NA
4,3,0,0,63,3,40,95,8,55,95,0,2,86761.7134845184,-31991.1810737783,0,NA
5,5,1,1,26,4,87,130,9,35,100,0,2,95838.5611067798,-32036.9156156173,0,NA
4,4,0,0,45,3,82,90,8,0,90,0,2,83980.6908551446,-31922.9398271544,0,NA
0,0,0,0,0,4,0,0,0,0,0,0,2,110175.186744283,-32038.8978449143,0,NA
1,5,0,0,38,4,1,0,0,1,24,0,2,69290.9694246539,-32039.5580417924,0,NA
1,5,0,0,38,4,1,0,0,1,24,0,2,69042.466131487,-32062.8751119468,0,NA
5,5,1,3,50,3,75,113,9,65,135,0,2,110100.319843251,-32181.9018216627,0,NA
4,5,0,0,55,3,65,155,6,60,93,0,0,111717.719864663,-32186.0378741119,0,NA
5,4,1,2,55,3,44,87,9,53,150,0,0,167482.266434375,-32199.2853704235,0,NA
3,2,0,0,30,4,54,110,4,30,8,0,2,167152.15812288,-32371.1796063557,0,NA
4,5,1,2,68,3,44,90,8,63,178,0,1,167050.64969462,-32264.7986219237,0,NA
1,5,0,0,38,4,1,0,0,1,24,0,2,69161.7823697358,-32363.0238870326,0,NA
4,1,3,2,26,4,106,90,5,38,52,0,0,71848.1505419013,-32229.392786813,1,NA
1,5,0,0,32,4,15,2,0,5,20,0,0,72290.0130507508,-32224.2935888525,0,NA
5,6,2,1,67,3,67,95,13,81,238,1,3,74296.9630911091,-32432.3284425642,0,NA
5,4,2,1,66,3,61,80,10,72,160,0,2,74425.3635911312,-32338.6122020259,0,NA
4,2,1,1,38,4,69,68,7,47,98,1,2,72211.6104976452,-32329.1755773546,1,NA
4,1,1,1,34,4,65,92,6,39,34,0,3,109791.549600219,-32511.5097678322,0,NA
4,4,2,1,31,4,103,143,7,42,151,0,1,167555.911658799,-32433.1515461402,0,NA
5,5,1,4,25,4,142,120,11,41,173,2,2,81871.0009682149,-32551.0181109169,0,NA
4,4,2,1,31,4,103,143,7,42,190,0,1,167379.896765815,-32460.6389412321,0,NA
0,0,0,0,0,4,0,0,0,0,0,0,2,109838.212521163,-32452.1378113031,0,NA
3,3,0,0,14,5,107,70,4,22,3,0,2,54975.001057666,-32467.1543927323,0,NA
5,3,2,2,40,4,107,125,10,60,102,0,0,58038.597325165,-32577.071401394,0,NA
4,4,1,2,82,3,29,95,8,58,68,0,1,58284.0749685451,-32683.6466455553,0,NA
5,3,1,1,60,2,43,67,9,55,63,0,2,166986.506569367,-32503.7828242537,0,NA
4,2,1,3,38,4,84,50,8,49,50,1,2,82059.7301613551,-32632.5729537057,1,NA
4,7,3,1,42,5,81,172,7,56,362,0,1,55015.1678408107,-32881.2863352448,0,NA
4,4,1,2,32,5,75,122,6,42,157,0,2,54928.1988551482,-32708.0496764509,0,NA
4,2,0,0,46,4,59,102,6,0,90,0,2,106030.215387968,-32583.804222025,0,NA
4,1,3,2,26,4,106,90,5,38,52,0,0,71462.140424066,-32606.084648638,1,NA
4,1,0,0,31,5,82,47,6,41,33,1,3,111423.847888778,-32651.1941118063,0,NA
5,1,0,0,44,4,118,30,9,62,26,0,3,56526.482158749,-32994.9991115434,0,NA
4,2,1,1,38,4,69,68,7,47,72,1,2,71528.3552112405,-32802.2536989935,1,NA
2,2,0,0,25,4,24,26,1,12,5,0,1,136216.221198804,-32650.2206405336,0,NA
4,2,2,2,38,4,56,82,5,41,92,0,1,56560.4530885683,-32735.005720499,1,NA
4,4,0,0,50,2,60,100,7,0,132,0,0,136093.579933864,-32799.4326834707,0,NA
5,2,0,0,24,5,115,77,10,0,77,0,2,105914.176225666,-32758.8929248871,0,NA
4,1,3,2,43,2,52,80,5,38,20,1,0,56972.2952194309,-32725.8445364963,0,NA
4,4,0,0,40,2,60,110,6,0,66,0,0,136299.810356373,-32884.2203916973,0,NA
4,2,0,0,40,4,87,56,8,51,50,0,2,58073.2618684063,-32976.8062172532,0,NA
2,1,0,0,0,5,80,0,2,0,0,0,2,136195.119077485,-32923.2532572821,0,NA
4,2,2,2,38,4,74,82,5,41,92,0,1,56164.086102245,-32910.3762721615,1,NA
2,3,0,0,22,5,60,73,2,15,12,0,1,116382.17921513,-32989.8274315381,0,NA
2,3,0,0,42,5,36,10,1,12,3,0,0,55096.1037853908,-33033.5277511943,0,NA
4,1,1,4,81,3,27,80,8,59,43,1,1,56207.6222928237,-33034.9868160319,0,NA
4,2,0,0,26,4,120,50,8,40,64,0,2,116179.61280335,-33016.771174062,0,NA
4,1,2,1,34,4,85,30,7,44,32,0,3,74734.4940597506,-33119.3328534216,0,NA
5,4,2,1,38,4,100,118,9,48,150,1,2,81819.6631550486,-33213.7907120241,0,NA
5,5,1,9,25,4,98,141,9,38,203,0,2,81456.092255757,-33214.046683168,0,NA
2,3,0,0,26,5,85,77,2,16,10,3,2,112669.961811271,-33057.7048495645,0,NA
2,2,0,0,25,4,20,10,1,4,13,0,1,116257.88911825,-33170.0097116567,0,NA
4,3,1,2,38,5,66,100,7,48,137,0,2,56887.8840020688,-33273.8769998839,0,NA
2,2,0,0,25,4,45,27,2,20,12,0,2,80818.4133046377,-33079.5238350136,1,NA
4,2,2,2,45,2,60,70,7,45,50,0,1,134178.673235757,-33432.9016035907,0,NA
4,3,1,1,46,3,55,76,7,48,64,0,1,134809.516045663,-33218.0853664167,0,NA
4,3,1,1,39,4,101,95,5,59,143,0,2,135163.923250258,-33083.6875847112,0,NA
3,1,0,0,29,1,56,53,3,31,8,0,1,135205.973126091,-33180.5812124014,0,NA
4,5,3,1,48,3,49,126,6,48,163,0,1,135426.86174126,-33105.7808675058,0,NA
4,2,1,1,38,3,76,86,5,51,85,0,2,134713.666064263,-33165.0939029409,0,NA
4,1,2,5,30,4,86,87,5,40,27,0,1,116353.782429497,-33193.8272044966,0,NA
2,4,0,0,29,4,34,37,2,21,12,0,3,134472.544127308,-33315.8298260262,0,NA
4,4,1,1,43,5,68,107,7,52,152,0,2,58267.3120439637,-33248.6836514892,0,NA
2,2,0,0,37,4,25,27,2,11,3,0,3,57424.765426497,-33415.3309186865,0,NA
4,3,0,0,20,5,142,130,8,33,129,1,1,103989.744676567,-33289.8027726104,0,NA
4,1,2,1,28,4,81,57,5,37,47,0,0,57928.1963289563,-33290.9054660313,0,NA
4,2,3,2,33,3,72,85,5,42,56,1,1,135277.892015374,-33357.2745334655,0,NA
1,7,0,0,43,5,12,0,0,5,27,0,2,58196.8083775824,-33322.5068198787,0,NA
4,3,1,2,38,5,66,100,7,48,137,0,2,58249.2908490084,-33442.5674902853,0,NA
4,6,0,0,50,4,69,130,8,62,267,1,2,54943.6366941748,-33459.3118479764,1,NA
1,5,0,0,32,4,1,0,0,1,25,0,2,164645.417133501,-33490.9057763992,0,NA
5,3,1,1,50,2,49,73,9,45,78,0,3,164777.281926904,-33462.2159077898,0,NA
1,3,0,0,20,4,36,0,0,13,13,0,2,164370.391952735,-33416.5057543144,0,NA
1,2,0,0,65,3,4,15,0,1,4,0,2,104886.379043757,-33461.833163796,0,NA
2,2,0,0,21,4,42,0,2,17,6,0,3,164140.778558858,-33533.0774847791,0,NA
5,6,1,2,60,3,75,127,10,65,96,0,3,75514.7825566728,-33675.4665529178,0,NA
5,7,1,1,60,4,76,133,10,75,300,0,1,54852.4937412402,-33501.2261309521,0,NA
2,3,0,0,20,4,36,0,2,13,13,0,2,164554.559198849,-33632.7380611785,0,NA
0,0,0,0,0,4,0,20,0,0,0,0,2,117032.584946103,-33576.1458872538,0,NA
0,0,0,0,0,5,0,0,0,0,0,0,3,164522.247310521,-33927.1217359798,0,NA
4,1,1,3,26,4,80,60,5,33,50,0,0,59732.0650983966,-33681.1819649879,0,NA
1,7,0,0,27,4,8,40,0,3,34,0,0,59909.8912549626,-33987.1452751588,0,NA
4,1,1,3,27,4,108,70,8,40,38,0,0,59986.5105941694,-33813.3871628921,0,NA
4,4,1,1,64,3,47,83,7,55,75,0,2,164695.477475895,-33780.8999187741,0,NA
4,5,1,2,65,3,40,116,7,40,220,0,0,164718.618314479,-33954.099980006,0,NA
4,3,1,3,32,4,93,113,6,47,70,0,1,107749.980648695,-33913.3052002601,0,NA
1,3,0,0,24,4,18,30,0,6,5,0,2,57378.6453552421,-33855.452439026,0,NA
2,1,0,0,0,5,80,0,2,0,0,0,2,136193.288448361,-34038.1085989559,0,NA
5,7,1,3,27,4,150,188,10,40,208,1,2,76088.9502677742,-34097.0398719423,0,NA
1,4,0,0,31,4,13,0,0,5,20,0,2,76188.8646003676,-34382.4178277785,0,NA
4,1,2,3,28,4,94,83,5,41,70,0,2,76545.892182642,-33860.3302390408,0,NA
2,1,0,0,14,5,77,0,2,20,4,0,2,77094.0852514349,-34001.7507550688,0,NA
4,1,1,2,32,4,102,53,6,47,33,0,1,107961.635513818,-34037.8321412336,0,NA
1,3,0,0,14,5,67,10,0,4,8,0,0,57391.3430141517,-34802.5643864768,0,NA
2,1,0,0,15,5,61,0,2,18,4,0,2,76840.2505567776,-34403.110183876,0,NA
1,7,0,0,27,4,8,40,0,3,34,0,0,59616.6334047377,-34047.7472785236,0,NA
2,3,0,0,17,5,87,20,2,23,16,0,0,59366.7728849351,-34223.1379224053,0,NA
1,2,0,0,15,5,40,10,0,5,7,0,3,58484.4500261018,-34529.9637877187,0,NA
4,1,1,3,27,4,103,87,5,40,37,0,0,58906.1513733757,-34091.7283184798,0,NA
1,2,0,0,15,5,40,10,0,5,7,0,2,58923.3706637318,-34025.6550730541,0,NA
4,3,2,2,31,4,72,87,7,40,120,0,2,164755.727492097,-34073.2843819158,0,NA
4,1,2,1,33,4,99,32,8,44,25,1,2,59557.9638421833,-34370.3609237792,0,NA
5,4,0,0,49,4,72,110,10,61,133,1,3,114423.458512184,-34150.3220497472,0,NA
4,1,1,1,35,4,71,62,8,45,40,0,3,114228.175984971,-34284.6860962836,0,NA
4,2,2,1,48,3,41,60,7,44,53,2,3,114175.480735273,-34254.1561953118,0,NA
1,3,0,0,21,5,20,10,0,4,13,0,0,59911.6839523661,-34203.8222484905,0,NA
5,5,0,0,56,3,53,107,10,57,135,0,2,59594.7595465801,-34239.1063138591,0,NA
4,2,2,1,33,4,99,32,8,44,25,1,2,59815.3371062788,-34247.1830035169,0,NA
5,4,1,1,63,4,63,97,9,72,130,2,2,73963.5298453443,-34364.3382744435,0,NA
4,2,0,0,65,3,33,63,7,48,70,0,2,138840.139269059,-34231.6280026538,0,NA
4,4,1,1,54,3,58,97,7,60,48,0,2,138259.513990563,-34346.7723276466,0,NA
4,5,0,0,45,2,70,126,6,58,78,0,2,139181.387040824,-34441.626359785,0,NA
1,1,0,0,45,3,10,20,0,6,2,0,2,138089.316426458,-34284.5553298602,0,NA
4,3,1,3,51,3,69,70,8,62,51,0,2,137409.156757476,-34232.5075146575,0,NA
4,2,1,2,34,2,72,50,6,41,58,0,2,137517.047632603,-34358.0034726234,1,NA
4,3,3,1,65,3,40,66,7,56,92,0,3,137256.422840661,-34285.1439072341,0,NA
1,1,0,0,30,4,1,0,0,1,5,0,0,139595.635806565,-34329.6728331121,0,NA
2,3,0,0,19,5,42,40,2,15,8,2,2,79084.8001740627,-34443.7930840394,1,NA
4,1,3,3,35,4,74,50,7,46,21,0,2,137297.644107151,-34413.3718656851,0,NA
5,3,2,1,59,3,42,127,9,54,120,0,1,59048.2287409377,-34354.5962288603,0,NA
1,3,0,0,21,5,20,10,0,4,13,0,0,59654.3241647328,-34410.378906074,0,NA
4,4,0,0,60,3,44,83,8,0,124,0,3,105490.658630682,-34395.7031363128,0,NA
5,3,0,0,56,4,74,112,13,65,102,2,3,114402.881584802,-34660.7466552937,0,NA
1,4,0,0,14,5,50,10,0,5,18,1,0,79004.0665009524,-34526.7971548839,1,NA
4,3,0,0,38,4,72,60,5,0,70,0,2,104182.348800874,-34479.0449258154,0,NA
1,1,0,0,35,4,1,0,0,1,5,0,0,138893.005169537,-34550.9980200147,0,NA
4,1,1,1,26,4,116,40,6,41,38,1,2,139496.105252205,-34692.1436602017,1,NA
4,2,1,3,36,5,55,53,6,40,39,0,2,138160.716625735,-34512.6889351746,0,NA
2,2,0,0,0,5,0,0,2,0,0,0,0,139006.188815315,-34481.8016488412,0,NA
1,2,0,0,21,5,23,25,0,3,11,0,3,61125.0525038874,-34543.125977803,0,NA
4,3,2,2,35,5,109,77,6,53,77,1,3,114234.903109053,-34650.5105774039,0,NA
4,1,1,4,28,4,91,63,5,40,53,2,2,76996.6969570971,-34642.8199946638,0,NA
2,2,0,0,14,5,58,25,2,14,4,0,3,61177.1732908576,-34687.4402699973,0,NA
2,3,0,0,17,5,87,20,2,23,16,0,0,58861.2269196861,-34576.2630515667,0,NA
4,3,1,1,42,5,65,98,7,50,100,3,2,115547.365202807,-34755.8676613765,0,NA
1,2,0,0,15,5,40,10,0,5,7,0,3,59560.2162278629,-34587.8538355893,0,NA
4,1,3,1,39,4,52,47,7,39,47,0,2,56905.438415376,-34571.1260094354,1,NA
4,7,0,0,52,2,74,130,7,63,236,0,1,137392.620909708,-34552.8006416494,0,NA
4,2,0,0,23,4,100,100,8,32,88,0,3,114995.3068059,-34720.0740116751,0,NA
4,3,1,2,43,5,82,92,8,58,112,3,3,114539.128206905,-34672.3866747273,0,NA
4,4,1,1,52,5,63,211,7,61,140,2,2,115305.182174422,-34697.0011070417,0,NA
4,2,3,1,28,4,104,112,6,39,77,0,0,58572.3881679114,-34733.9791288096,0,NA
4,4,0,0,60,3,44,83,8,0,124,0,3,105533.400255821,-34659.8686120911,0,NA
4,3,1,1,42,3,84,95,8,54,94,0,2,139540.796702768,-34689.6207312047,0,NA
3,1,0,0,42,5,88,43,3,0,0,0,3,73543.3633203215,-34762.4207368223,0,NA
1,3,0,0,33,4,15,0,0,5,13,0,2,76205.8065224544,-34817.6921021864,0,NA
4,1,0,0,43,5,88,76,5,0,40,0,0,73191.9515185325,-34815.6622000532,0,NA
2,3,0,0,20,4,75,23,2,26,15,0,2,162708.552687208,-34712.6247435911,0,NA
4,1,3,1,55,3,40,60,6,45,67,0,2,162546.478441807,-34662.8865023432,0,NA
1,4,0,0,0,3,0,0,0,0,20,0,2,107333.814436816,-34722.0205548424,0,NA
1,2,0,0,48,4,9,0,0,1,5,0,3,114636.571940788,-34749.3140721032,0,NA
5,6,1,2,68,3,53,140,9,70,220,1,2,57081.2235677837,-34766.7898901794,0,NA
4,1,0,0,29,4,120,53,7,44,35,0,2,108374.39767751,-34846.4645471666,0,NA
4,4,2,1,47,4,70,137,8,59,170,0,2,115808.977026226,-34816.0411689859,0,NA
2,1,0,0,12,5,100,0,1,15,4,0,3,77152.3063413093,-35198.681211384,0,NA
1,5,0,0,28,4,15,0,0,5,20,0,3,77252.398212822,-34910.2733900687,0,NA
4,2,0,0,33,4,101,50,8,45,77,0,2,58557.422051892,-35080.4155186135,0,NA
1,1,0,0,25,4,25,0,0,8,7,0,3,162476.206185862,-34795.0867117653,0,NA
5,4,1,3,62,3,63,84,10,69,148,1,2,107413.657301164,-34856.9544396466,0,NA
5,4,1,3,50,2,65,80,11,59,84,0,1,138828.835292528,-34941.9225594038,0,NA
4,2,3,1,50,3,35,57,6,40,67,0,2,162626.789599569,-34910.3894132841,0,NA
2,1,0,0,0,5,0,0,1,0,0,0,0,139154.501309366,-34878.5220741024,0,NA
1,5,0,0,17,5,30,17,0,10,27,0,2,108265.029019601,-34951.6817364153,0,NA
4,3,3,2,39,4,65,108,7,52,136,0,0,54904.2695415214,-34880.1138798781,0,NA
2,6,0,0,61,3,13,36,1,21,28,0,1,107338.876676111,-34956.042528417,0,NA
1,2,0,0,15,5,40,10,0,5,7,0,2,56147.4569735296,-35077.3999646343,0,NA
2,1,0,0,0,5,0,0,2,0,0,0,0,139018.834426945,-35470.5583212841,0,NA
2,9,0,0,25,4,71,160,2,35,43,0,1,162793.615840484,-35006.6392570222,0,NA
4,3,0,0,43,3,71,70,7,42,60,2,3,114077.251921799,-34981.8741840748,0,NA
4,4,2,1,41,4,70,90,7,50,93,0,3,113959.079537297,-34990.8425403768,0,NA
4,3,0,0,37,5,89,80,8,55,100,3,3,115412.438263417,-34932.3865374615,0,NA
5,2,0,0,40,5,89,90,10,52,82,0,3,115459.680615597,-35323.1599427061,0,NA
4,5,1,3,40,4,62,127,7,46,161,3,2,115606.406909418,-35012.7932178825,0,NA
4,2,3,1,39,5,88,107,7,55,98,3,2,116265.666325597,-35106.2076903554,0,NA
4,4,3,2,46,5,56,150,8,50,136,1,3,116875.175994402,-34974.2588991383,0,NA
4,4,3,1,46,5,76,149,7,60,190,1,2,112998.871887363,-35057.2631462123,0,NA
4,4,2,1,41,4,70,90,7,50,93,0,3,113816.713178768,-35023.7945716567,0,NA
3,4,0,0,22,4,103,45,3,39,22,0,2,76806.7935254145,-35190.1564772846,0,NA
4,1,0,0,27,4,125,110,7,30,20,0,0,69730.1739668694,-35155.0642438903,0,NA
5,4,1,1,55,3,51,92,9,55,101,0,1,139822.750076877,-35489.8102133721,0,NA
1,9,0,0,38,4,7,0,0,1,45,0,0,69495.7211291408,-35117.4806109704,0,NA
5,5,1,1,62,3,57,102,11,66,135,1,1,106796.054392878,-35031.4358827434,0,NA
5,4,1,3,30,4,135,112,11,48,108,0,2,119598.731932081,-35103.8149359524,0,NA
4,3,3,1,50,2,44,88,6,45,122,0,1,162499.709477124,-35179.6131693544,0,NA
4,1,1,1,50,5,64,30,8,57,37,1,3,112680.583108151,-35077.4590220824,0,NA
1,9,0,0,38,4,6,0,0,2,58,0,0,69583.5277569551,-35217.8952010013,0,NA
1,1,0,0,30,5,7,25,0,1,3,0,3,112866.735319999,-35072.8389878478,0,NA
4,4,0,0,57,3,52,80,6,57,63,0,2,138108.673416065,-35112.0436633434,0,NA
5,4,0,0,46,3,53,96,9,48,108,0,2,138229.504678,-35124.4013885297,0,NA
1,2,0,0,14,5,58,0,0,16,6,0,1,138296.838427658,-35068.1363577144,0,NA
2,1,0,0,19,5,0,0,2,0,0,0,0,138743.909911364,-35456.363616908,0,NA
1,1,0,0,40,4,2,0,0,1,4,0,3,55070.253640472,-35119.7387694847,0,NA
5,2,0,0,40,5,89,90,10,52,82,0,3,115626.930467407,-35264.8603068832,0,NA
1,8,0,0,32,4,5,0,0,1,39,0,1,129372.499782085,-35116.2384567838,0,NA
5,3,0,0,39,4,100,60,11,50,103,0,3,115854.986531721,-35216.1646981947,0,NA
5,1,0,0,44,3,62,40,9,52,42,0,3,140192.606906563,-35208.4933821475,0,NA
4,4,2,1,41,4,70,90,7,50,93,0,3,113898.715535084,-35157.3138416512,0,NA
4,4,3,2,46,5,62,160,7,53,135,2,1,116754.265374002,-35502.6081641577,0,NA
1,3,0,0,26,4,25,27,0,8,17,0,1,162802.736013361,-35249.2864054199,0,NA
4,2,3,1,50,2,35,50,6,40,67,0,1,162647.249797433,-35229.9127785238,0,NA
1,5,0,0,40,4,3,0,0,1,22,0,0,57596.4705473017,-35213.3985866457,0,NA
4,1,2,2,38,4,46,40,7,36,53,1,1,140068.375816699,-35289.2513905233,0,NA
4,1,1,1,27,5,50,30,6,30,53,0,1,116303.751355404,-35279.0886015138,0,NA
4,2,2,1,44,4,55,122,6,46,117,0,0,54722.6712712904,-35372.8275187816,0,NA
1,3,0,0,39,4,15,20,0,4,13,0,0,55066.0812678889,-35324.3041951656,0,NA
2,3,0,0,15,5,0,0,2,0,15,0,0,140271.780041575,-35511.0054815477,0,NA
4,2,1,5,25,4,133,10,5,44,87,0,2,110446.882210308,-35455.4268843243,0,NA
0,0,0,0,0,4,0,0,0,0,0,0,3,58215.2252778162,-35422.4347475767,0,NA
4,1,1,1,31,4,104,40,8,51,25,0,3,62248.417138942,-35463.648812077,0,NA
4,2,2,1,35,4,88,63,7,49,98,0,0,62420.9206153822,-35516.5652964246,0,NA
0,0,0,0,0,4,0,6,0,0,0,0,3,62583.6521036536,-35517.6322690714,0,NA
1,1,0,0,35,4,1,0,0,1,5,0,2,140182.743977192,-35331.4808729393,0,NA
1,3,0,0,23,4,15,24,0,5,15,0,0,56155.5948786911,-35468.2077625729,0,NA
1,5,0,0,40,4,3,0,0,1,22,0,0,57919.015659071,-35296.9388309587,0,NA
1,6,0,0,31,4,11,0,0,3,31,0,0,57622.6950230723,-35326.8334467849,0,NA
4,1,1,1,32,5,97,35,6,35,35,3,1,100401.973648774,-35470.465472444,0,NA
4,2,1,1,30,4,90,65,6,40,47,0,2,100062.592854902,-35430.9991598316,0,NA
1,3,0,0,23,4,32,24,0,5,15,0,0,56696.371912351,-35383.2544768192,0,NA
4,3,2,1,43,5,73,107,8,55,97,1,3,117266.790399358,-35389.4498723056,0,NA
4,1,2,2,18,5,114,90,7,26,33,0,3,114868.422977449,-35464.7037286721,0,NA
4,3,2,2,39,4,46,110,6,36,80,0,2,99991.7979036404,-35386.7995896572,0,NA
2,4,0,0,31,4,43,30,2,19,17,0,0,57469.410410652,-35448.3850619635,0,NA
3,2,0,0,19,4,45,0,3,10,10,0,1,100530.790846839,-35424.529607526,0,NA
4,2,3,1,40,4,80,87,7,50,67,0,3,113497.643193615,-35699.7339781504,0,NA
5,3,1,2,41,4,108,103,9,54,103,0,2,68289.3142532751,-35410.9927672986,0,NA
0,0,0,0,0,4,0,0,0,0,0,0,3,56700.2899256471,-35509.4413110558,0,NA
0,0,0,0,0,4,0,20,0,0,0,0,3,71203.0787881632,-35451.5000006892,0,NA
4,3,1,3,40,3,48,95,7,39,80,0,1,115993.759158725,-35650.0124561153,0,NA
4,2,3,4,33,4,68,103,6,40,106,0,2,72229.2774402203,-35568.5889367359,0,NA
2,7,0,0,25,5,63,40,2,26,18,0,2,72241.5671616943,-35444.671996234,0,NA
4,3,3,1,50,2,44,88,6,45,122,0,2,162363.665455303,-35438.7376668677,0,NA
2,2,0,0,30,4,21,30,1,13,12,0,1,116860.63063097,-35490.2894454058,0,NA
4,1,1,1,42,5,79,60,8,53,55,0,3,114668.774091932,-35461.2747434611,0,NA
4,2,1,2,36,5,61,62,6,42,76,1,1,137887.111869554,-35608.3059363207,1,NA
5,6,2,5,23,5,136,150,9,41,188,0,1,137699.398887887,-35460.6919739796,0,NA
4,1,2,4,38,4,70,70,5,43,40,1,1,74779.0116891716,-35465.963911308,1,NA
1,6,0,0,38,4,20,30,0,15,25,0,1,74542.0386342443,-35726.3761387737,0,NA
4,3,3,3,32,4,83,156,6,44,150,0,0,81659.1262312002,-35487.3599113887,1,NA
1,7,0,0,38,4,15,3,0,12,33,0,1,81335.2753906629,-35512.9454514384,0,NA
4,1,1,2,30,5,60,40,6,34,30,2,3,114378.025415886,-35519.348889092,0,NA
2,8,0,0,21,5,52,23,2,22,31,0,1,81015.4713178598,-35524.2082757195,0,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,117118.914331352,-35773.260377747,0,NA
4,1,0,0,26,4,82,58,6,0,30,0,3,77744.7586373948,-35709.1726496154,0,NA
2,1,0,0,21,5,80,11,2,0,0,0,3,77865.1870936916,-35514.7339978032,0,NA
4,1,0,0,60,3,30,60,6,0,47,0,0,140024.789640179,-35643.9329162575,0,NA
